parameter_id,IMPC_OFD_007_001
gene_accession_id,MGI:105073
pvalue,0.8572429
analysis_id,4k4dqp0mw4724m3
mouse_strain,C57BL
parameter_name,Whole arena resting time
gene_symbol,Tnni1
mouse_life_stage,Early adult
