mouse_life_stage,Middle aged adult
parameter_id,HRWLLA_OFD_010_001
mouse_strain,C57BL
analysis_id,ejpyzkju1268b2l
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_name,Periphery distance travelled
pvalue,1.446989
