gene_symbol,Mecom
pvalue,0.2065149
analysis_id,8t11dpm3294pgfn
mouse_strain,C57BL
gene_accession_id,MGI:95457
mouse_life_stage,E12.5
parameter_id,MGP_IMM_121_001
parameter_name,Macrophages - % of CD45+
