parameter_id,IMPC_CSD_051_002
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,33pa678j90lmyfu
parameter_name,Hindlimb nail - number
pvalue,0.3143302
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
