gene_symbol,Ahcy
parameter_id,IMPC_ECH_005_001
parameter_name,Fractional Shortening
gene_accession_id,MGI:87968
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,7y6icz4xa9338v9
pvalue,0.675543
