gene_symbol,Sass6
mouse_life_stage,E9.5
parameter_id,IMPC_CBC_025_001
mouse_strain,C57BL
analysis_id,2cc9x86533u5fq3
parameter_name,LDL-cholesterol
pvalue,0.6619518
gene_accession_id,MGI:1920026
