parameter_id,MGP_PBI_035_001
pvalue,0.4247315
analysis_id,019j6207vw6efbc
parameter_name,IgD+ mature B cell number
mouse_life_stage,Early adult
gene_symbol,Lurap1
mouse_strain,C57BL
gene_accession_id,MGI:1915325
