parameter_id,IMPC_IMM_067_001
pvalue,0.6574394
analysis_id,i9jz6b9x56606hj
gene_symbol,Toporsl
parameter_name,Follicular B Cells (CD21/35+)
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
mouse_strain,C57BL
