gene_symbol,Bcs1l
parameter_id,IMPC_GEP_084_001
analysis_id,3zzqcd0e51619k0
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
parameter_name,Limb morphology
mouse_strain,C57BL
pvalue,0.9655913
