gene_symbol,Col11a1
mouse_strain,C57BL
pvalue,0.9918642
gene_accession_id,MGI:88446
analysis_id,36680ud3001br74
parameter_name,Effector Treg cells - % of Treg
parameter_id,MGP_MLN_009_001
mouse_life_stage,E18.5
