gene_symbol,Slx4ip
parameter_name,NK Subsets (Q2)
gene_accession_id,MGI:1921493
mouse_strain,C57BL
parameter_id,IMPC_IMM_055_001
pvalue,0.1668314
mouse_life_stage,Early adult
analysis_id,06u3k9013ds3eze
