gene_symbol,Ilkap
pvalue,0.7199592
analysis_id,yzluux81xej4lw4
parameter_name,Neutrophils
parameter_id,IMPC_IMM_050_001
gene_accession_id,MGI:1914694
mouse_life_stage,Early adult
mouse_strain,C57BL
