parameter_name,Creatinine
gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
analysis_id,2lp548cx7p8rbe6
pvalue,0.6550211
parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
