gene_symbol,HNF4A
parameter_id,MGP_MLN_005_001
mouse_life_stage,Late adult
pvalue,0.9466527
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,ik35cie318rz3d2
mouse_strain,C57BL
gene_accession_id,MGI:109128
