gene_symbol,Zmynd8
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
pvalue,0.1475023
parameter_id,MGP_IMM_078_001
mouse_strain,129SV
parameter_name,Resting Treg cells - % of CD45+
analysis_id,95bbk37pnj3bv31
