Mouse_strain,C57BL
parameter_name,Startle response
Gene_symbol,Ppp6c
pvalue,0.3376855
mouse_life_stage,Early adult
Gene_accession_id,MGI:1915107
Analysis_id,65vrf594894wl9t
Parameter_id,MGP_CSD_008_001
