mouse_strain,129SV
pvalue,0.5684777
mouse_life_stage,Early adult
parameter_id,JAX_OFD_022_001
parameter_name,Percentage center time
gene_symbol,Arpc2
analysis_id,hfn5omz603skj7y
gene_accession_id,MGI:1923959
