parameter_name,Limb grasp
gene_accession_id,MGI:1914515
pvalue,0.9729495
analysis_id,8y6rojdj72462w6
gene_symbol,Slc39a10
mouse_life_stage,E9.5
parameter_id,IMPC_CSD_039_001
mouse_strain,C57BL
