gene_symbol,Ints7
mouse_strain,C55BL
parameter_id,IMPC_OFD_012_001
mouse_life_stage,E9.5
analysis_id,706984500exuh6g
parameter_name,Periphery permanence time
gene_accession_id,MGI:1924315
pvalue,0.3003527
