gene_symbol,Dmap1
pvalue,0.6567563
gene_accession_id,MGI:1913483
mouse_strain,C57BL
analysis_id,7qm8dmabu85p288
parameter_name,% Pre-pulse inhibition - PPI2
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_034_001
