gene_symbol,Bmp7
mouse_life_stage,Early adult
pvalue,0.5695963
parameter_name,Tibia
analysis_id,l8b43v750alw71u
gene_accession_id,MGI:103302
parameter_id,IMPC_XRY_025_001
mouse_strain,C57BL
