gene_symbol,Psmd14
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,9a1173336m70155
pvalue,0.2452775
parameter_id,MGP_CSD_008_001
parameter_name,Startle response
gene_accession_id,MGI:1913284
