gene_symbol,Bcs1l
parameter_id,IMPC_IMM_071_001
gene_accession_id,MGI:1914071
analysis_id,f475ts3b7p2m531
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3453439
parameter_name,MZB (CD21/35 high)
