parameter_name,Center average speed
gene_symbol,Rap2b
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_017_001
gene_accession_id,MGI:1921262
pvalue,0.07928168
analysis_id,2d275w92qakq8d6
mouse_strain,C57BL
