parameter_id,MGP_CSD_025_001
gene_accession_id,MGI:1924315
analysis_id,k1v7471h9f55nxw
mouse_life_stage,Early adult
gene_symbol,Ints7
parameter_name,Ventral coat/hair presence
mouse_strain,C57BL
pvalue,0.2884585
