gene_symbol,Nucks1
mouse_life_stage,Late adult
parameter_name,Effector CD4+ T helper cells - % of CD45+
parameter_id,MGP_IMM_073_001
pvalue,0.9727534
gene_accession_id,MGI:1934811
mouse_strain,C57BL
analysis_id,63z01ffzoiel779
