gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,MGP_IMM_013_001
pvalue,0.1299883
parameter_name,Total CD8+ T cells - % of ab T cells
analysis_id,0n7923696n5717i
