gene_symbol,Bmi1
mouse_life_stage,Early adult
parameter_name,Others
gene_accession_id,MGI:88174
pvalue,0.1944146
parameter_id,IMPC_IMM_006_001
analysis_id,e5bv722um4xtjns
mouse_strain,C57BL
