parameter_id,IMPC_DXA_004_001
mouse_life_stage,E12.5
parameter_name,Bone Mineral Density (excluding skull)
pvalue,0.2248838
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
mouse_strain,C57BL
analysis_id,849hmz3747vp62i
