mouse_strain,129SV
parameter_name,Aspartate aminotransferase
parameter_id,IMPC_CBC_012_001
analysis_id,4pd22j3e27c9k9x
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
pvalue,0.4244973
gene_symbol,Ddx27
