gene_symbol,Hspa5
mouse_strain,C57BL
analysis_id,58ol235x2uxji24
gene_accession_id,MGI:95835
mouse_life_stage,E12.5
pvalue,0.1412101
parameter_id,JAX_LDT_003_001
parameter_name,Time mobile light side
