gene_symbol,Dcaf10
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_073_001
pvalue,0.9601116
gene_accession_id,MGI:2140179
parameter_name,cDCs CD11b Type
mouse_strain,C57BL
analysis_id,41ujp392v3i7273
