parameter_id,IMPC_CBC_010_001
pvalue,0.87632
mouse_strain,C57BL
analysis_id,gha9nyx49rlb39d
gene_symbol,Rab3gap2
gene_accession_id,MGI:1916043
mouse_life_stage,Early adult
parameter_name,Phosphorus
