gene_symbol,Ahcy
mouse_life_stage,E12.5
pvalue,0.7966273
parameter_name,Basophil cell count
parameter_id,IMPC_HEM_037_001
mouse_strain,C57BL
gene_accession_id,MGI:87968
analysis_id,9h39w185147m7nf
