gene_symbol,Dnaaf9
mouse_strain,C57BL
parameter_name,Placenta Size
analysis_id,1932jwk95i7gl99
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
parameter_id,IMPC_GPP_004_001
pvalue,0.6492159
