gene_symbol,Dcaf12
analysis_id,c17ho47povvn8u1
parameter_name,Eye
gene_accession_id,MGI:1916220
mouse_strain,C58BL
pvalue,0.3628061
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_001
