parameter_id,IMPC_CSD_051_002
analysis_id,29h8t43u538724t
pvalue,0.8649999
parameter_name,Hindlimb nail - number
gene_symbol,Bcs1l
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
