gene_symbol,Cdin1
pvalue,0.3817109
mouse_strain,C57BL
analysis_id,wv0566w7rj7f27z
parameter_name,Periphery distance travelled
parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:3026886
mouse_life_stage,E9.5
