parameter_id,IMPC_ACS_006_001
gene_accession_id,MGI:1914561
gene_symbol,Nanp
mouse_life_stage,E18.5
parameter_name,Response amplitude - S
mouse_strain,C57BL
pvalue,0.09663371
analysis_id,1v0a282d08z2jww
