parameter_id,IMPC_ECG_003_001
parameter_name,CV
mouse_strain,C57BL
analysis_id,p35yr6140od34ot
pvalue,0.4246979
gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
