parameter_id,MGP_IMM_013_001
parameter_name,Total CD8+ T cells - % of ab T cells
analysis_id,4j167o354n8196d
mouse_life_stage,Early adult
gene_symbol,Zmynd8
pvalue,0.1152678
mouse_strain,C57BL
gene_accession_id,MGI:1918025
