gene_symbol,Hspa5
gene_accession_id,MGI:95835
pvalue,0.2850607
mouse_life_stage,Early adult
parameter_id,UCD_OWT_003_001
mouse_strain,C57BL
parameter_name,Spleen weight
analysis_id,9pdb1g03802dj53
