gene_symbol,Tiprl
parameter_name,Limb grasp
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
analysis_id,rd6w5w5n4hx4hzm
pvalue,0.1875344
parameter_id,JAXLA_CSD_039_001
mouse_strain,C57BL
