gene_symbol,Tnfsf10
parameter_name,Cleft palate
gene_accession_id,MGI:107414
mouse_life_stage,Early adult
pvalue,0.4406859
parameter_id,IMPC_GEP_076_001
mouse_strain,C57BL
analysis_id,x87so4nsgz235mk
