parameter_name,Eye
gene_symbol,Ahctf1
gene_accession_id,MGI:1915033
parameter_id,IMPC_EYE_001_001
analysis_id,kx99oxwj3tgm1k8
mouse_strain,C57BL
pvalue,0.7083582
mouse_life_stage,Early adult
