gene_symbol,Mecom
pvalue,0.5808762
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
analysis_id,miku82784960m7w
parameter_name,Bone Mineral Density (excluding skull)
parameter_id,IMPC_DXA_004_001
mouse_strain,C3H
