parameter_name,Whole arena resting time
mouse_strain,C57BL
pvalue,0.7427988
mouse_life_stage,Early adult
parameter_id,JAX_OFD_007_001
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,0jnn56yt9ovpd83
