parameter_name,Whole arena resting time
parameter_id,IMPC_OFD_007_001
gene_accession_id,MGI:2684980
mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Mms22l
analysis_id,mn32q0xg3gh167g
pvalue,0.1528417
