parameter_name,Body Weight
mouse_life_stage,Early adult
analysis_id,10630gw4y8cotsn
pvalue,0.3238786
gene_accession_id,MGI:1933159
gene_symbol,Rnf114
parameter_id,M-G-P_012_001_005
mouse_strain,C57BL
