parameter_name,Distance travelled - total
mouse_life_stage,Early adult
gene_symbol,Atg4c
gene_accession_id,MGI:2651854
analysis_id,9685b0fra055i27
mouse_strain,C57BL
pvalue,0.2299543
parameter_id,JAX_OFD_020_001
