gene_symbol,AU040320
pvalue,0.501137
parameter_name,Body Weight
mouse_strain,C57BL
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
analysis_id,455eur28l4l78nq
parameter_id,M-G-P_020_001_001
