parameter_id,ESLIM_011_001_009
parameter_name,PP3 + pulse startle magnitude
gene_accession_id,MGI:2446186
pvalue,0.7520979
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,5ahuv28dm19m47y
gene_symbol,Lpgat1
