mouse_life_stage,Early adult
pvalue,0.9902911
gene_accession_id,MGI:1914561
mouse_strain,C57BL
gene_symbol,Nanp
parameter_id,HRWLLA_CSD_008_001
analysis_id,2qa8982v35a31ys
parameter_name,Coat - color pattern - back
