parameter_id,IMPC_CBC_006_001
pvalue,0.9744014
analysis_id,w253u39v3q6fo1t
parameter_name,Total protein
gene_symbol,Trp53i11
mouse_strain,C57BL
gene_accession_id,MGI:2670995
mouse_life_stage,Early adult
