gene_symbol,Cntfr
pvalue,0.8584113
mouse_strain,129SV
parameter_id,MGP_CSD_015_001
parameter_name,Head coat/hair presence
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
analysis_id,gzd53p2v3e2ri47
