parameter_id,M-G-P_020_001_001
pvalue,0.07700967
gene_symbol,AU040320
gene_accession_id,MGI:2140475
analysis_id,v413rd6ma12zqtb
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Body Weight
