parameter_name,HDL-cholesterol
pvalue,0.1937087
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,321901g8nbv01y7
parameter_id,HMGULA_CBC_016_001
gene_accession_id,MGI:1913483
gene_symbol,Dmap1
