parameter_id,ESLIM_011_001_705
mouse_strain,C57BL
gene_accession_id,MGI:1924360
pvalue,0.3825599
mouse_life_stage,Early adult
parameter_name,Global prepulse inhibition
gene_symbol,Gpbp1l1
analysis_id,lvmp13fvv05nn96
