parameter_name,Distance travelled - total
pvalue,0.7963711
mouse_life_stage,Early adult
gene_accession_id,MGI:109585
parameter_id,HRWLLA_OFD_020_001
analysis_id,fd4w6uou923b722
mouse_strain,C57BL
gene_symbol,Pld1
