parameter_id,IMPC_GEL_060_001
gene_symbol,Bach2
gene_accession_id,MGI:894679
parameter_name,Neural tube morphology
mouse_strain,C57BL
pvalue,0.8487352
mouse_life_stage,Early adult
analysis_id,774il4l85a2uobb
