mouse_life_stage,E15.5
parameter_id,IMPC_EYE_008_001
analysis_id,e2y20k7p17o2m53
gene_symbol,Bmi1
gene_accession_id,MGI:88174
pvalue,0.9379655
mouse_strain,C57BL
parameter_name,Corneal opacity
