gene_symbol,Ubxn4
mouse_strain,C57BL
parameter_id,ESLIM_008_001_001
parameter_name,Body position
pvalue,0.3110532
gene_accession_id,MGI:1915062
analysis_id,b6w583h8345o8tc
mouse_life_stage,Late adult
