parameter_name,Lean/Body weight
pvalue,0.2857027
gene_symbol,Mecom
analysis_id,0y40w2ed6s2jcin
mouse_strain,C57BL
gene_accession_id,MGI:95457
mouse_life_stage,E15.5
parameter_id,ESLIM_005_001_702
