parameter_id,HMGULA_CBC_016_001
analysis_id,5079h89v9hgeza3
gene_accession_id,MGI:1914071
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,HDL-cholesterol
gene_symbol,Bcs1l
pvalue,0.1013968
